,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Garage Car Means,Exter Qual Means,Foundation Means,Bsmt Qual Means,Garage Finish Means,Interaction,Overall Qual Projections,Neighborhood Projections,TotRms AbvGrd Projections,Neighborhood * Total Rooms Projections,Neighborhood * Overall Quality Projections,Overall Quality * Total Rooms Projections
845,44.0,3811,7,2004,2005,1594.0,1646,1646,5,2004.0,2.0,482.0,250000,184125.95686619717,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2416.5846182645532,263519.9406046016,275052.29718663485,242894.7825683696,66808767920.078255,72481765017.78123,64007618675.58437
846,43.0,3010,7,2005,2006,1248.0,1248,1248,5,2005.0,2.0,438.0,167240,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2237.2259613788938,183229.7311194068,168486.23907292887,209295.96366290137,35263489770.706635,30871688282.652847,38349243146.33055
847,37.0,3435,7,2004,2005,1235.0,1245,1245,5,2004.0,2.0,495.0,178000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2236.471398858123,182891.94991656812,184785.98342548255,209154.61330976844,38648840908.42208,33795868825.93714,38252695062.26934
848,80.0,10800,6,1963,1963,1052.0,1052,1052,6,1963.0,1.0,311.0,127000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1905.1544347659333,114106.07919808208,141952.3097173415,148458.23037061802,21073988697.658405,16197621494.957645,16939986592.276855
849,0.0,10456,6,1967,1967,1829.0,1829,1829,8,1967.0,2.0,535.0,218500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2056.450111791726,172876.00992780487,175219.0379677016,170302.08556125977,29840167595.937138,30291168147.2448,29441145034.21422
850,0.0,8475,4,1956,1956,952.0,952,952,4,1956.0,1.0,283.0,135750,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1553.1366198793692,95212.02327469518,93318.3958027779,94752.03914251765,8842108291.821766,8885033273.131306,9021533356.16222
851,70.0,8197,7,2003,2009,1480.0,1480,1480,7,2003.0,2.0,620.0,214000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2290.6846640654753,207160.61079949184,222867.99474357074,226281.98464465537,50431012164.34981,46169469918.73605,46876714151.90804
852,88.0,10994,8,2005,2006,1844.0,1844,1844,7,2005.0,2.0,620.0,257000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2493.293697015964,257705.24029238767,259863.00103038477,276560.7879678494,71867916328.65327,66968057123.63629,71271164318.70671
853,50.0,6000,6,1937,2000,825.0,825,1497,5,2004.0,1.0,672.0,157000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2001.6488964825508,151588.79478103103,152666.88438443074,165165.88776263504,25215361491.31007,23142589006.810863,25037297864.87689
854,50.0,7288,5,1942,1950,976.0,976,976,5,1942.0,1.0,215.0,102000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1735.3495498016453,112359.9766046591,108726.45370254263,115280.68189002329,12534059722.313162,12216501794.32524,12952934720.132164
855,80.0,13360,5,1921,2006,876.0,964,964,5,1921.0,2.0,432.0,163500,184125.95686619717,143270.97834803528,129050.19004524886,202537.58217592593,140718.148409894,1786.2310221854727,130230.06276130237,126102.008632206,124812.18377541956,15739067075.852438,16422272498.49848,16254298526.448093
856,78.0,10335,7,1999,1999,1490.0,1501,1501,6,1999.0,2.0,577.0,204000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2295.1025808568725,209138.29880646418,218574.6938309115,218759.69717036842,47815333831.5562,45712339629.9406,45751030913.62813
857,70.0,11767,5,1956,1956,1150.0,1560,1560,7,1956.0,1.0,313.0,103500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1853.4667935821828,153843.94363731015,135423.01230291108,117783.40983142334,15950584158.67966,20834010271.923813,18120264263.515694
858,60.0,10896,6,1914,1995,1440.0,1440,3395,14,1919.1899845121322,0.0,0.0,200000,105669.15044247788,89801.19230769231,148415.5307068366,139988.4611048478,106065.99122807017,2138.1339375132543,204605.6196150305,164428.17552475503,200000.0,32885635104.951008,33642928735.411495,40921123923.0061
859,60.0,5400,5,1958,1958,864.0,864,864,6,1958.0,1.0,399.0,118000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1704.6586330154757,101581.01716225229,104261.25015152071,112312.01685082859,11709791283.906048,10590963840.999504,11408768911.251186
860,70.0,9100,7,2000,2000,1525.0,1525,1525,6,2000.0,2.0,541.0,235000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2300.076615221493,211364.93379613475,219578.43431595515,219656.43668625172,48231816454.988884,46411181232.250786,46427668198.08446
861,70.0,7728,5,1962,1962,1106.0,1190,1190,6,1962.0,2.0,540.0,132500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1785.274355587875,129894.07180582668,134093.1640326185,126845.75319699329,17009148390.285461,17417907077.52344,16476511374.034416
862,75.0,8778,8,2006,2006,1302.0,1302,1830,7,2006.0,3.0,859.0,221300,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2490.7683173394785,256213.06971416296,261603.50415455078,275934.0979026467,72185326927.05725,67026236847.41924,70697922262.44548
863,63.0,8487,7,2004,2004,1500.0,1500,1500,6,2004.0,2.0,570.0,190000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2294.8936084235697,209044.75193932187,218532.5240194088,218722.0227546053,47797875691.19446,45683077274.31121,45722690990.40318
864,0.0,9930,7,2002,2002,826.0,878,1762,6,2002.0,2.0,591.0,222000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2345.374942310406,231642.80738445165,228719.4577731507,227823.0067029298,52107554561.34298,52981217302.02217,52773560859.4334
865,100.0,17500,7,1959,2002,1902.0,1902,1902,7,1959.0,2.0,567.0,335000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2369.351738232964,242376.06108311875,263891.33744320966,245803.75172719627,64865480791.84848,63960942923.441284,59576945143.09068
866,78.0,10206,8,2008,2008,1614.0,1658,1658,7,2008.0,3.0,726.0,257500,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2458.062345738992,236888.09889535286,251723.7475834192,267817.88960902794,67416122842.266975,59630360011.849846,63442870719.64811
867,75.0,14587,9,2008,2008,1498.0,1506,1506,6,2008.0,2.0,592.0,264132,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2542.5432609642953,150683.63449110664,277243.57887074247,263369.32778885297,73017455000.96329,41776070103.565254,39685447524.70398
868,65.0,7800,5,1967,2004,864.0,899,899,5,1967.0,1.0,288.0,130000,126870.46666666666,143270.97834803528,227676.4838012959,139988.4611048478,239800.66404715128,1714.6569216755242,105092.51695585587,125191.31884096208,111404.38242859859,13946861560.899158,13156670798.019766,11707766949.334148
869,50.0,4960,5,1930,1982,297.0,1001,1654,7,1955.0,1.0,336.0,137000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1868.206231987728,159020.583028181,134623.36899569255,121441.10126746033,16348810187.172579,21407886626.912975,19311634727.13591
870,60.0,7392,5,1930,1995,520.0,912,912,5,1934.0,1.0,360.0,99500,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,204792.03626943004,1718.271839193289,106362.11243855553,106688.99767661594,112081.5560936256,11957868877.66432,11347667166.837013,11921231071.518475
871,0.0,7424,5,1978,1978,1319.0,1373,1373,5,1978.0,2.0,591.0,160250,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,1878.0760437797128,162486.960450244,151410.81611207328,142017.2872340217,21502953362.125954,24602283289.341618,23075957334.045425
872,24.0,2522,7,2004,2004,970.0,970,1709,7,2004.0,2.0,380.0,130000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2335.797509383987,227355.4531560867,212891.38611700258,237477.04265410453,50556816781.59886,48402017563.65855,53991700646.79127
873,46.0,3672,5,1922,1950,816.0,816,816,5,1922.0,1.0,100.0,75200,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1690.2680435795119,96526.89704706293,103348.00523151668,106835.67349263767,11041253743.029726,9975862261.001932,10312516056.177465
874,62.0,7706,6,1993,1996,384.0,1091,1091,5,1993.0,1.0,429.0,131250,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,1974.8073737205916,141162.36050074626,172462.1146812523,160137.7308947957,27617691710.37378,24345159205.355984,22605420098.342644
875,0.0,12929,6,1960,1993,1081.0,1081,1081,5,1960.0,1.0,401.0,148000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1912.5917348629678,116995.05540752369,156456.33827367058,148483.02730054475,23231110747.232693,18304617965.18636,17371780006.104084
876,0.0,9316,5,1965,1965,1024.0,1020,1020,5,1965.0,1.0,288.0,124100,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1746.4533800741847,116259.75376012703,130292.8463946541,117360.73528115648,15291264254.751383,15147814238.54854,13644330184.894705
877,0.0,12122,7,1961,2007,944.0,999,999,6,1961.0,2.0,588.0,178400,184125.95686619717,374460.3086419753,148415.5307068366,139988.4611048478,204792.03626943004,2184.306708477864,159540.3370583644,204182.80997337145,198784.95842193556,40588471391.03061,32575394324.67565,31714219268.768555
878,42.0,7711,4,1977,1977,1440.0,1440,1440,8,1982.1899845121322,0.0,0.0,150000,105669.15044247788,143270.97834803528,227676.4838012959,202537.58217592593,106065.99122807017,1698.0873125070564,156958.49412624614,110467.1151795904,81076.5825517395,8956296183.110577,17338752049.059093,12725658306.223314
879,43.0,12352,7,1998,1999,853.0,853,1753,7,1998.0,2.0,534.0,217000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2343.7690537478456,230923.9286231101,228395.39580522873,239455.2353605991,54690473257.81824,52741962078.77362,55295943678.84102
880,75.0,12447,8,2005,2006,1100.0,1116,1964,8,2005.0,2.0,760.0,252000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2514.185310746601,270049.46386825613,268677.2641796687,284269.4210476323,76376730337.01617,72556151145.30934,76766804748.05267
881,63.0,7500,7,2006,2006,1141.0,1141,1141,6,2006.0,2.0,484.0,152000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2209.123867202581,170649.78060256492,195476.05719228328,203259.09858041437,39732287178.95702,33357946272.917572,34686120578.222824
882,51.0,6120,7,1929,2001,832.0,854,854,5,1991.0,2.0,576.0,132000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1974.9542887199423,65823.36832954737,149057.35989101324,160165.25212261593,23873809627.675636,9811457502.336065,10542616384.061768
883,56.0,9576,6,1945,1950,770.0,885,1182,5,1945.0,1.0,378.0,120000,126870.46666666666,143270.97834803528,148415.5307068366,107077.42608695652,140718.148409894,1893.2109069397377,109466.6848887895,133792.63777147728,144852.46416555333,19380193268.407772,14645836519.37026,15856519050.1753
884,82.0,9942,9,2005,2006,1606.0,1625,2091,8,2005.0,2.0,521.0,338500,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,204792.03626943004,2870.5569579767953,436429.3913837316,411379.4155135448,372999.16516704555,153444178553.45935,179538067940.3716,162787798640.49368
885,65.0,7898,4,1920,1994,576.0,985,985,4,1989.0,2.0,676.0,105000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1560.8441989205296,98495.3177245082,94672.22458919774,95794.30652754483,9069060101.942175,9324770840.59903,9435290657.629457
886,57.0,21872,7,1996,1997,729.0,729,1446,6,1996.0,2.0,406.0,175000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,140718.148409894,2195.232621362081,164431.34064594144,190188.89404199467,200754.72724783377,38181319548.9678,31273014823.29409,33010368942.371616
887,83.0,10005,7,1977,1977,1160.0,1156,2022,8,1977.0,2.0,505.0,192000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,2296.314592753606,209680.85800476,259299.39537548542,230023.76708250574,59645023726.48522,54370119702.44728,48231580843.34687
888,41.0,12393,7,2004,2005,847.0,847,1948,8,2004.0,2.0,434.0,195000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2376.846132122567,245730.93932434218,235070.21955148634,250074.5846413301,58785087515.88422,57764025857.566086,61451062585.058754
889,75.0,9000,8,2008,2008,768.0,786,1590,6,2008.0,2.0,676.0,210000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2444.1864513238042,228689.2519711904,247532.1442669551,245637.15478896443,60803091636.54632,56607940911.23474,56174577185.01978
890,63.0,7875,7,2003,2003,847.0,847,1948,8,2003.0,2.0,434.0,211000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2376.846132122567,245730.93932434218,223554.26290056662,250074.5846413301,55905239439.657906,54934199012.51717,61451062585.058754
891,50.0,6000,4,1936,1950,672.0,757,1324,6,1936.0,1.0,240.0,128000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1627.7531374316375,126997.36036114473,102110.38577314257,98447.1755925637,10052479078.032984,12967749458.647293,12502531435.265703
892,100.0,10175,6,1964,1964,1425.0,1425,1425,7,1964.0,2.0,576.0,180500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1988.164503452366,146350.86029476536,169730.62181191213,151209.55852787642,25664892392.841187,24840222520.538807,22129648975.346386
893,85.0,13600,5,1900,1950,662.0,1422,2337,10,1945.0,2.0,560.0,90000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1955.2939656175167,189606.6732146312,143982.9127642953,129345.68596923232,18623568619.345913,27300121088.99049,24524805211.290543
894,85.0,12172,5,1940,1996,822.0,908,908,4,1975.0,2.0,512.0,138500,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1717.165068330337,105973.40335153425,122129.83375480019,116932.99909428433,14281007739.835146,12942514133.753262,12391787878.123182
895,65.0,10237,7,2006,2006,738.0,738,1492,8,2006.0,2.0,440.0,169985,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2293.2167996393405,208294.12561946595,208190.18831154055,229252.4756722603,47728116081.09474,43364793236.9043,47751943966.25135
896,70.0,7000,5,1961,1961,1150.0,1150,1150,6,1961.0,1.0,288.0,146000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1776.6632138903515,126869.75201254331,132580.62534157286,125293.30090756703,16611464185.435095,16820471058.753263,15895930014.975996
897,59.0,11228,7,1993,1993,1080.0,1080,2097,9,1993.0,3.0,678.0,228000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2399.9611230312785,256078.40453474442,238715.79056344734,261717.27844629553,62476047028.42132,61129958784.73779,67020143103.70281
898,80.0,8000,5,1959,1959,1256.0,1256,1256,6,1959.0,1.0,311.0,159000,126870.46666666666,143270.97834803528,227676.4838012959,139988.4611048478,204792.03626943004,1798.8694799080463,134668.8165514004,136481.1344395795,129296.73851546201,17646565551.92793,18379752856.570747,17412238759.83314
899,84.0,10728,8,2006,2006,1095.0,1095,1939,8,2006.0,3.0,1053.0,266000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2509.940122508647,267541.1103534628,267394.8859368835,283212.4501325217,75729560799.09094,71539124686.39136,75770973374.37956
900,50.0,6000,5,1924,1950,816.0,816,1566,7,1976.0,2.0,450.0,139000,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1854.4338024116626,154183.5668889071,127427.78773054709,118023.37961974509,15039458165.426655,19647270833.058266,18197265646.055843
901,56.0,6931,4,1955,1955,784.0,784,784,4,1960.1899845121322,0.0,0.0,91900,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1509.2272123186526,76507.38030330467,80133.80991695402,88814.332483656,7117030837.146445,6130827870.469129,6794951911.711216
902,73.0,8760,8,2006,2006,1489.0,1500,1500,7,2005.0,2.0,674.0,212999,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2424.880208330679,217281.77608206408,244763.3063734617,259583.5175462411,63536520034.671486,53182605928.54415,56402767734.07691
903,98.0,16033,9,2004,2005,1833.0,1850,1850,8,2004.0,3.0,772.0,326000,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2718.093817837982,303612.69569699216,353731.6035464546,335038.75075893506,118513794556.15903,107397405705.95879,101722018280.87296
904,80.0,9024,6,2004,2004,789.0,813,1515,8,2004.0,2.0,393.0,179000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2150.4466670352153,209388.4281877837,181960.98258572796,193705.43529371975,35246831338.241394,38100524135.13026,40559676627.58242
905,74.0,11563,8,2006,2007,1518.0,1537,1537,8,2007.0,3.0,788.0,294000,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2529.858073455359,279310.0259972949,287430.4003679175,288171.6400810508,82829289883.17586,80282192599.17592,80489228282.72142
906,21.0,1680,6,1972,1972,483.0,483,987,5,1972.0,1.0,288.0,97000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1887.7120557829262,107330.68795925546,104302.67229992924,143822.3778155891,15001058342.696003,11194877573.940184,15436554754.883139
907,73.0,8760,7,2006,2006,1391.0,1391,1962,7,2006.0,3.0,868.0,239799,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2379.091954265512,246736.28544732585,235523.41758789629,248220.8522833475,58461823446.35438,58112173191.4969,61245091062.96254
908,80.0,9600,5,1961,1990,1251.0,1433,1433,7,1961.0,2.0,441.0,161000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1832.0766943290785,146331.5250958683,142313.94945969514,112475.3118767125,16006805849.885912,20825017266.85351,16458683922.552769
909,37.0,4435,6,2003,2003,848.0,848,848,3,2003.0,2.0,420.0,136500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,1980.2123312925964,143261.885010291,155031.08543099544,149274.55828450734,23142196798.079567,22210045534.03587,21385354603.917072
910,21.0,1680,6,1972,2007,483.0,483,987,5,1972.0,1.0,264.0,118000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1887.7120557829262,107330.68795925546,104302.67229992924,143822.3778155891,15001058342.696003,11194877573.940184,15436554754.883139
911,69.0,7599,4,1982,2006,845.0,845,845,4,1987.0,2.0,360.0,129500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1526.1713086595169,83725.27027575452,104600.42375597474,91105.61991522573,9529686449.683384,8757698749.927439,7627842651.042438
912,55.0,7264,7,1925,2007,952.0,952,1548,5,1978.0,2.0,672.0,205000,184125.95686619717,230802.4849354376,129050.19004524886,139988.4611048478,140718.148409894,2235.0987520323183,182277.48221756375,184232.9212067423,208897.47873415228,38485792739.9162,33581513019.15179,38077306465.25835
913,0.0,32668,6,1957,1975,2035.0,2515,2515,9,1975.0,2.0,484.0,200624,184125.95686619717,230802.4849354376,227676.4838012959,139988.4611048478,204792.03626943004,2229.691509704232,240170.62901399715,230890.12753764677,216028.28941647234,49878799295.10896,55453027163.83865,51883650153.971985
914,91.0,11825,8,2006,2007,1694.0,1694,1694,7,2006.0,3.0,856.0,322400,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,204792.03626943004,2563.3677347929406,299109.87280836917,295228.15062226664,293950.1348895716,86782354698.61403,88305654582.07623,87923387458.82271
915,85.0,10200,8,2007,2007,1578.0,1602,1602,7,2007.0,3.0,810.0,293200,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2446.677719188482,230161.26691007768,249161.95795431486,264992.71744910267,66026104323.25295,57347431908.560616,60991059570.02972
916,63.0,8849,9,2005,2005,1684.0,1684,1684,6,2005.0,2.0,564.0,266000,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,204792.03626943004,2789.3289450824686,365668.4437868123,380666.3053839152,307860.873017642,117192261103.89246,139197655491.8117,112575006339.21059
917,70.0,11184,6,1978,1978,918.0,918,1683,7,1978.0,2.0,440.0,172500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2033.6891997281166,164034.66527328707,176377.89869826473,162506.82014086656,28662611460.58289,28932089574.575592,26656751846.43331
918,98.0,8820,5,1890,1996,1088.0,1188,1869,7,1963.0,2.0,456.0,124900,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1898.993003908299,169833.20776033,134741.707604692,129081.04716626281,17392600714.58404,22883616421.60929,21922248301.30887
919,0.0,6615,6,1923,1950,1022.0,1432,1432,6,1923.0,1.0,216.0,149000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1989.505023237342,146871.5774524104,151024.84460196437,163665.30380950347,24717527074.56355,22181257161.195656,24037781344.729767
920,65.0,8773,7,2004,2004,1414.0,1414,1414,6,2004.0,2.0,494.0,185500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2276.380420392333,200757.29165679752,214796.63581036215,215384.38854148606,46263842064.78312,43121990862.27979,43239986508.74411
921,0.0,11088,8,2002,2002,1348.0,1358,1358,5,2002.0,2.0,418.0,220000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2391.9304973553035,197812.78702815413,238114.18486523186,238276.38634436426,56736987507.02136,47102030539.12863,47134116065.7759
922,76.0,9158,8,2007,2007,1496.0,1496,1496,7,2007.0,2.0,474.0,225000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2423.995498875262,216759.0279852362,241432.9004478868,259363.97090481393,62618995767.230545,52332760824.740234,56219482227.71855
923,57.0,8280,6,1950,1950,932.0,932,932,4,1950.0,1.0,306.0,124000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1872.032183874159,101239.93240004624,149332.09246319297,137875.1059066278,20589178063.621067,15118370946.13111,13958466401.636215
924,60.0,8544,3,1950,1950,0.0,1040,1040,6,1987.0,2.0,400.0,92900,184125.95686619717,143270.97834803528,108810.67647058824,107077.42608695652,140718.148409894,1324.3764651615627,79571.63277488896,53136.89639953697,43753.17264059275,2324907801.7542324,4228189607.101275,3481511386.093565
925,50.0,8635,5,1925,1950,1072.0,1072,1072,5,1982.0,5.0,1184.0,126500,126500.0,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1758.975024390618,120657.48150411877,119853.61763715777,119706.3843124978,14347243214.116774,14461235653.257088,14443470851.110136
926,0.0,12735,4,1972,1972,864.0,864,864,5,1980.0,2.0,576.0,111250,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1531.2000739224204,85867.43670556747,89465.26277195953,77037.85944245645,6892212338.40865,7682152788.418197,6615043519.6075325
927,0.0,11000,8,2000,2000,969.0,997,2285,8,2000.0,3.0,648.0,248000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2564.3517726751716,299691.31107264117,305932.23404480785,296759.9133886886,90788423277.94518,91685232320.27057,88936367517.25952
928,69.0,7590,5,1963,1963,1117.0,1117,1117,6,1963.0,1.0,264.0,136870,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1769.3306565325738,124294.4839317858,131292.66875027213,123971.35709833846,16276530322.033848,16318954506.341974,15408955852.861109
929,37.0,4435,6,2003,2003,848.0,848,848,4,2003.0,2.0,420.0,133000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,1980.2123312925964,143261.885010291,155031.08543099544,152503.9068257675,23642846207.666134,22210045534.03587,21847997163.29324
930,72.0,10152,5,1956,1956,1048.0,1048,1048,6,1956.0,1.0,286.0,135000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1753.2729906597483,118654.86976226367,128472.15530691347,121076.41458981152,15554947939.18651,15243846856.019129,14366306204.435926
931,68.0,10295,4,1969,1969,936.0,936,936,4,1969.0,1.0,288.0,111900,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,1597.5973785160331,114151.53220307289,101127.88495455147,100764.30296661766,10190080837.93368,11543903016.018131,11502399575.014048
932,70.0,7763,5,1962,1980,931.0,1283,1283,6,1980.0,2.0,506.0,140000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1804.2264700312398,136550.24549904588,137422.08456135137,130262.51888156345,17900946884.91684,18765019383.84317,17787378932.60159
933,80.0,17120,4,1959,1959,0.0,1120,1588,7,1991.0,2.0,680.0,134432,184125.95686619717,143270.97834803528,148415.5307068366,107077.42608695652,239800.66404715128,1631.1448204179194,128442.15824967966,108457.50946388101,62612.70692459884,6790818253.833887,13930516593.925934,8042111211.250137
934,81.0,13870,10,2006,2007,1742.0,2042,2042,8,2007.0,3.0,724.0,455000,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2980.110334603617,365914.7995268301,506789.0183036013,400275.8667539052,202855413562.83475,185441602034.9613,146466863538.68338
935,92.0,10120,8,1994,1994,1165.0,1203,2526,8,1994.0,3.0,844.0,290000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2597.5822507807607,319326.1969439438,320872.8459315789,305033.66872863047,97877021389.90611,102463105593.9111,97405241374.97237
936,47.0,10820,7,1999,1999,988.0,988,1873,7,1999.0,2.0,597.0,235500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2364.533326991228,240219.09105054627,232585.54411725837,244608.03035374338,56892291835.27625,55871487999.344536,58759518715.24067
937,60.0,9600,6,1900,2004,780.0,940,1416,7,1956.0,2.0,400.0,156500,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1986.4312759318484,145677.59808845454,149093.77169098856,150779.4463835687,22480276354.805443,21719622549.891632,21965187590.2652
938,0.0,8121,6,2000,2000,953.0,953,1664,7,2000.0,2.0,460.0,172400,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,2093.879661865484,187415.30218203392,171568.69962831118,177443.49084930628,30443748982.523613,32154599685.81855,33255625457.75771
939,95.0,11639,7,2007,2008,1428.0,1428,1428,6,2007.0,2.0,480.0,182000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2279.4696221092127,202140.17808835921,197774.80344591022,215941.32262134782,42707752637.28695,39978233989.94653,43650417411.31508
940,121.0,13758,9,2005,2006,1792.0,1792,1792,6,2005.0,3.0,925.0,372397,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,204792.03626943004,2812.652929847022,385986.8931107298,389485.33329325804,312065.81759040256,121545058973.63101,150336233710.06177,120453315377.77922
941,0.0,9771,6,1995,2002,1077.0,1093,2814,9,1995.0,2.0,614.0,260000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2332.1662493328104,279976.3489652105,223354.88920315495,243525.66351182066,54392647591.807495,62534086402.62843,68181426149.36993
